1.4895,0.81688,2.1168,1.7836,1.5346,-0.30543,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.2751,0.75143,-0.23402,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4812,-0.4775,-0.36753,-0.71312,-0.51385,-0.11823,-0.27284,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.41641,-0.65489,-0.36906,-0.26431
1.4895,0.81688,2.1168,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.2751,0.75143,-0.23391,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4812,-0.4775,-0.36753,-0.71312,-0.50588,-0.11823,-0.2731,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.41641,-0.65489,-0.36906,-0.26431
1.4895,0.81688,2.1168,1.7836,1.5346,-0.30543,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.2751,0.75143,-0.23391,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4812,-0.4775,-0.36753,-0.71312,-0.50854,-0.11823,-0.27301,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.41641,-0.65489,-0.36906,-0.26431
1.4895,0.81688,2.1168,1.7836,1.5346,-0.30543,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.2751,0.75143,-0.23425,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4812,-0.4775,-0.36753,-0.71312,-0.52448,-0.11823,-0.27248,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.41641,-0.65489,-0.36906,-0.26431
1.4895,0.81688,2.1168,1.7836,1.5346,-0.30543,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.2751,0.75143,-0.23419,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4812,-0.4775,-0.36753,-0.71312,-0.52182,-0.11823,-0.27257,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.41641,-0.65489,-0.36906,-0.26431
1.4895,0.81688,2.1168,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.2751,0.75143,-0.23408,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4812,-0.4775,-0.36753,-0.71312,-0.51385,-0.11823,-0.27284,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.41641,-0.65489,-0.36906,-0.26431
1.4895,0.81688,2.1168,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.2751,0.75143,-0.23397,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4649,-0.4775,-0.36874,-0.71312,-0.51385,-0.11823,-0.27284,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.41641,-0.65489,-0.36906,-0.26431
1.4895,0.81688,2.1168,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27518,0.75143,-0.23432,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114,-0.71312,-0.6066,-0.11823,-0.26974,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.41641,-0.65489,-0.36906,-0.26431
1.4895,0.81688,2.1168,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27518,0.75143,-0.23432,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114,-0.71312,-0.6066,-0.11823,-0.26974,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.41641,-0.65489,-0.36906,-0.26431
1.4895,0.81688,2.1168,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27518,0.75143,-0.23432,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114,-0.71312,-0.6066,-0.11823,-0.26974,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.41641,-0.65489,-0.36906,-0.26431
1.4895,0.81688,2.1168,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27518,0.75143,-0.23432,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114,-0.71312,-0.6066,-0.11823,-0.26974,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.41641,-0.65489,-0.36906,-0.26431
1.8653,0.81513,2.4798,2.2091,1.949,-0.25149,-1.638,-0.41777,-0.67966,-0.23316,0.67969,-0.34644,-0.30092,0.75143,-0.2462,-0.8436,-0.15848,-1.5374,0.19694,-0.28811,-0.46367,-1.081,-1.8086,-0.4775,-0.28868,-0.52965,-0.5826,-0.11823,-0.26659,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.41641,-0.65489,-0.36906,-0.26431
